title,date,quarter,keyword_counts,summary
Infrastructure Used to Manage Domains Related to Cryptocurrency Investment Fraud Scams between October 2023 and April 2025,2025-05-29,2,"{'investment': 2, 'threats_of_violence': 1}","TLP:CLEAR  TLP:CLEAR  29 May 2025  20250529-001  Infrastructure Used to Manage Domains Related to  Cryptocurrency Investment Fraud Scams between  October 2023 and April 2025    Summary  The Federal Bureau of Investigation (FBI) is releasing this FLASH to disseminate indicators of  compromise (IOCs) associated with malicious cyber activities linked to Funnull Technology Inc. Funnull is a Philippines-based company which provides computer infrastructure for  thousands of websites associated with cryptocurrency investment fraud (CIF) scams, commonly  referred to as “pig butchering,” and other illicit activities. FLASH Number  The following information is being provided by the FBI, with no guarantees or warranties, for potential  use at the sole discretion of recipients to protect against cyber threats."
Silent Ransom Group Targeting Law Firms,2025-05-23,2,"{'phishing': 5, 'threats_of_violence': 1}","www.fbi.gov/contact-us/field-offices   TLP:CLEAR  TLP:CLEAR  23 May 2025  20250523-001  Silent Ransom Group Targeting Law Firms    Summary  The cyber threat actor Silent Ransom Group (SRG), also known as Luna Moth, Chatty Spider,  and UNC3753, is targeting law firms using information technology (IT) themed social  engineering calls, and callback phishing emails, to gain remote access to systems or devices and  steal sensitive data to extort the victims. Threat  SRG has been operating since 2022 and has primarily been known for their callback phishing  emails, masquerading as well-known businesses who offer subscription plans. Typically, SRG  phishing emails purport to charge small amounts of “subscription fees” as they are less likely to     TLP:CLEAR  generate immediate suspicion. Similar to their phishing emails posing as a company with a subscription, once SRG exfiltrates  data, they extort the victim by sending them a ransom email threatening to sell or post the data  online. For SRG threat actors:   Conduct staff training on resisting phishing attempts   Develop and communicate policies surrounding when and how company’s IT will  authenticate themselves with employees   Maintain regular backups of company data   Implement two-factor authentication for all employees       Information Requested  The FBI is seeking any information from SRG victims that can be legally shared, including:   Ransom Note copy   Phone number used by Threat Actor   Communications with Threat Actor to include voicemails   Cryptocurrency wallet information   Special sensitivities of stolen data   Original call back message or phishing email    Your organization has no obligation to respond or provide information back to FBI in response  to this product. PIN Number  The following information is being provided by the FBI, with no guarantees or warranties, for potential  use at the sole discretion of recipients to protect against cyber threats."
AI Data Security,2025-05-22,2,"{'threats_of_violence': 14, 'malware': 1}","Lastly,  continuous data risk assessments in the Operate & Monitor phase are necessary to  adapt to evolving threats. AES-256  encryption is the de facto industry standard and is considered resistant to quantum  computing threats. Continuously improve data security measures to keep pace with evolving threats and  vulnerabilities, learn from security incidents, stay up to date with emerging technologies,  and maintain a robust security posture. Threats can stem from large-scale data collected and curated by third parties, as well as  from data that is not sufficiently protected after ingestion. From the moment data is ingested for use with AI systems, the data acquirer must  secure it against insider threats and malicious network activity to prevent unauthorized  modification. These poisoning techniques should be considered viable threats by  anyone looking to incorporate web-scale data into their AI systems. Challenges like adversarial machine learning threats, statistical bias, and  inaccurate information can impact the overall security of AI-driven outcomes. Risk: Adversarial Machine Learning threats  Adversarial Machine Learning (AML) threats involve intentional, malicious attempts to  deceive, manipulate, or disrupt AI systems. There are many potential causes of data drift, including:    A change in the upstream data pipeline not represented in the model training  data (e.g., the units of a particular data element change from miles to kilometers)   The introduction of completely new data elements that the model had not  previously seen (e.g., a new type of malware not recognized in the ML layer of an  anti-virus product)   A change in the context of how inputs and outputs are related (e.g., a change in  organizational structure due to a merger or acquisition could lead to new data  access patterns that might be misinterpreted as security threats by an AI system)  The data associated with a given AI model should be regularly checked for any updates  to help ensure the model still predicts as expected. Data security is an ever-evolving field, and continuous vigilance and adaptation are key  to staying ahead of emerging threats and vulnerabilities. 1.0  20  AI Data Security  TLP:CLEAR  TLP:CLEAR  mitigation strategies, organizations can fortify their AI systems against potential threats  and safeguard sensitive, proprietary, and mission critical data used in the development  and operation of their AI systems. Preparedness Series June 2023: Risks and Mitigation  Strategies for Adversarial Artificial Intelligence Threats: A DHS S&T Study. How to select relevant threats and controls? Purpose  This document was developed in furtherance of the authoring organizations’ cybersecurity missions, including their  responsibilities to identify and disseminate threats, and to develop and issue cybersecurity specifications and  mitigations."
Threat Actors Deploy LummaC2 Malware to Exfiltrate Sensitive Data from Organizations,2025-05-21,2,"{'phishing': 7, 'threats_of_violence': 1, 'malware': 35}","Threat actors frequently use spearphishing hyperlinks and attachments to deploy LummaC2  malware payloads [T1566.001, T1566.002]. The malware’s  obfuscation methods allow LummaC2 actors to bypass standard cybersecurity measures, such as Endpoint  Detection and Response (EDR) solutions or antivirus programs, designed to flag common phishing  attempts or drive-by downloads [T1027]. Initial Access  Technique Title  ID  Use  Phishing  T1566  Threat actors delivered LummaC2 malware through phishing emails. Phishing:  Spearphishing  Attachment  T1566.001  Threat actors used spearphishing attachments to deploy LummaC2  malware payloads. Phishing:  Spearphishing Link  T1566.002  Threat actors used spearphishing hyperlinks to deploy LummaC2  malware payloads. Defense Evasion  Technique Title  ID  Use  Obfuscated Files or  Information  T1027  Threat actors obfuscated the malware to bypass standard  cybersecurity measures designed to flag common phishing attempts  or drive-by downloads.   Protect against threat actor phishing campaigns by implementing CISA’s Phishing Guidance and  Phishing-resistant multifactor authentication. CISA and NIST based the CPGs on existing cybersecurity frameworks and  guidance to protect against the most common and impactful threats, tactics, techniques, and procedures. TLP:CLEAR  TLP:CLEAR  Co-Authored by:   Product ID: AA25-141B      Threat Actors Deploy LummaC2 Malware to  Exfiltrate Sensitive Data from Organizations  Summary  The Federal Bureau of Investigation (FBI) and the Cybersecurity and Infrastructure Security Agency (CISA)  are releasing this joint advisory to disseminate known tactics, techniques, and procedures (TTPs) and  indicators of compromise (IOCs) associated with threat actors deploying the LummaC2 information stealer  (infostealer) malware. LummaC2 malware is able to infiltrate victim computer networks and exfiltrate  sensitive information, threatening vulnerable individuals’ and organizations’ computer networks across  multiple U.S. The IOCs included in this advisory were  associated with LummaC2 malware infections from November 2023 through May 2025. The FBI and CISA encourage organizations to implement the recommendations in the Mitigations section of  this advisory to reduce the likelihood and impact of LummaC2 malware. May 21, 2025   TLP:CLEAR  FBI | CISA  Page 2 of 14 | Product ID: AA25-141B  TLP:CLEAR  Overview  LummaC2 malware first appeared for sale on multiple Russian-language speaking cybercriminal forums in  2022. To obfuscate their operations, threat actors have embedded and distributed LummaC2 malware within  spoofed or fake popular software (i.e., multimedia player or utility software) [T1036]. Once a victim’s computer system is infected, the malware can exfiltrate sensitive user information,  including personally identifiable information, financial credentials, cryptocurrency wallets, browser  extensions, and multifactor authentication (MFA) details without immediate detection [TA0010, T1119]. Message Box  If the user selects No, the malware will exit. If the user selects Yes, the malware will move on to its next  routine, which decrypts its callback Command and Control (C2) domains [T1140]. Code Saving Successful Callback Request  Once a valid C2 domain is contacted and saved, the malware moves on to the next routine, which queries  the user’s name and computer name utilizing the Application Programming Interfaces (APIs)  GetUserNameW and GetComputerNameW respectively [T1012]. This is most  likely a failsafe to prevent the malware from running on the attacker’s system, as its algorithms are one- way only and will not reveal information on the details of the attacker’s own hostname and username. If the username and hostname check function returns zero (does not match the hard-coded values), the  malware will enter its main callback routine. The LummaC2 malware will contact the saved hostname from  the previous check and send the following POST request (see Figure 6). Once decoded, the C2 data is in a JSON format and is  parsed by the LummaC2 malware. Take Screenshot  If the configuration JSON file has a key of “se” and its value is “true,” the malware will take a screenshot  in BMP format and upload it to the C2 server. Delete Self  If the configuration JSON file has a key of “ad” and its value is “true,” the malware will enter a routine to  delete itself. Decoded Command Line in Memory  Host Modifications  Without any C2 interactions, the LummaC2 malware does not create any files on the infected drive. LummaC2 DLL Binaries  DLL Binaries  Type  iphlpapi.dll  IP Helper API  winhttp.dll  Windows HTTP Services  The following are domains observed deploying LummaC2 malware. Masquerading  T1036  Threat actors delivered LummaC2 malware via spoofed software. Deobfuscate/Decode  Files or Information  T1140  Threat actors used LummaC2 malware to decrypt its callback C2  domains. Discovery  Technique Title  ID  Use  Query Registry  T1012  Threat actors used LummaC2 malware to query the user’s name and  computer name utilizing the APIs GetUserNameW and  GetComputerNameW. Browser Information  Discovery  T1217  Threat actors used LummaC2 malware to steal browser data. Collection  Technique Title  ID  Use  Automated Collection  T1119  LummaC2 malware has automated collection of various  information including cryptocurrency wallet details. Command and Control  Technique Title  ID  Use  Application Layer  Protocol: Web Protocols  T1071.001  Threat actors used LummaC2 malware to attempt POST requests. Ingress Tool Transfer  T1105  Threat actors used LummaC2 malware to transfer a remote file to  compromised systems. Exfiltration  Technique Title  ID  Use  Exfiltration  TA0010  Threat actors used LummaC2 malware to exfiltrate sensitive user  information, including traditional credentials, cryptocurrency wallets,  browser extensions, and MFA details without immediate detection. Native API  T1106  Threat actors used LummaC2 malware to download files with native  OS APIs. Mitigations  The FBI and CISA recommend organizations implement the mitigations below to reduce the risk of  compromise by LummaC2 malware. [CPG 2.H]    Log Collection: Regularly monitoring and reviewing registry changes and access logs can support  detection of LummaC2 malware [CPG 2.T]."
Russian GRU Targeting Western Logistics Entities and Technology Companies,2025-05-21,2,"{'phishing': 22, 'threats_of_violence': 4, 'botnet': 2, 'malware': 12}","1.0  TLP:CLEAR  Russian GRU Targeting Western Logistics Entities and Technology Companies  3  Introduction  For over two years, the Russian GRU 85th GTsSS, military unit 26165—commonly  known in the cybersecurity community as APT28, Fancy Bear, Forest Blizzard,  BlueDelta, and a variety of other identifiers—has conducted this campaign using a mix  of known tactics, techniques, and procedures (TTPs), including reconstituted password  spraying capabilities, spearphishing, and modification of Microsoft Exchange mailbox  permissions. The countries with targeted entities include the following, as illustrated in Figure 1:    Bulgaria    Czech Republic    France    Germany    Greece    Italy    Moldova      Netherlands    Poland    Romania    Slovakia    Ukraine    United States    Figure 1: Countries with Targeted Entities  Initial Access TTPs  To gain initial access to targeted entities, unit 26165 actors used several techniques to  gain initial access to targeted entities, including (but not limited to):    Credential guessing [T1110.001] / brute force [T1110.003]     Spearphishing for credentials [T1566]    Spearphishing delivering malware [T1566]    Outlook NTLM vulnerability (CVE-2023-23397)    Roundcube vulnerabilities (CVE-2020-12641, CVE-2020-35730, CVE-2021-44026)    Exploitation of Internet-facing infrastructure, including corporate VPNs [T1133], via  public vulnerabilities and SQL injection [T1190]    Exploitation of WinRAR vulnerability (CVE-2023-38831)          TLP:CLEAR  U/OO/157019-25 | PP-25-2107 | May 2025 Ver. Spearphishing  GRU unit 26165 actors’ spearphishing emails included links [T1566.002] leading to fake  login pages impersonating a variety of government entities and Western cloud email  providers’ webpages. The subjects of spearphishing  emails were diverse and ranged from professional topics to adult themes. Phishing  emails were frequently sent via compromised accounts or free webmail accounts  [T1586.002, T1586.003]. 1.0  TLP:CLEAR  Russian GRU Targeting Western Logistics Entities and Technology Companies  6    Dynu     Mocky    Pipedream    Mockbin[.]org  The actors also used spearphishing to deliver malware (including HEADLACE and  MASEPIE) executables [T1204.002] delivered via third-party services and redirectors  [T1566.002], scripts in a mix of languages [T1059] (including BAT [T1059.003] and  VBScript [T1059.005]) and links to hosted shortcuts [T1204.001]. In at least one instance, the actors attempted to use voice phishing [T1566.004] to gain  access to privileged accounts by impersonating IT staff. Significant reductions in successful spearphishing attempts were noted when  email providers began offering link checking and automatic file detonation to block  malicious content.  *.000[.]pe   *.1cooldns[.]com   *.42web[.]io   *.4cloud[.]click   *.accesscan[.]org   *.bumbleshrimp[.]com   *.camdvr[.]org   *.casacam[.]net   *.ddnsfree[.]com   *.ddnsgeek[.]com   *.ddnsguru[.]com   *.dynuddns[.]com   *.dynuddns[.]net   *.free[.]nf   *.freeddns[.]org   *.frge[.]io   *.glize[.]com   *.great-site[.]net   *.infinityfreeapp[.]com   *.kesug[.]com   *.loseyourip[.]com   *.lovestoblog[.]com   *.mockbin[.]io   *.mockbin[.]org   *.mocky[.]io     *.mybiolink[.]io   *.mysynology[.]net   *.mywire[.]org   *.ngrok[.]io   *.ooguy[.]com   *.pipedream[.]net   *.rf[.]gd   *.urlbae[.]com   *.webhook[.]site   *.webhookapp[.]com   *.webredirect[.]org   *.wuaze[.]com    Heuristic detections for web requests to new subdomains, including of the above  providers, may uncover malicious phishing activity [D3-DNRA]. Rule is meant for  threat hunting.""      strings:      $type = ""[InternetShortcut]"" ascii nocase      $url  = ""file://""      $edge = ""msedge.exe""      $icon = ""IconFile""      condition:      all of them  }  HEADLACE credential dialogbox phishing   rule APT28_HEADLACE_CREDENTIALDIALOG {    meta:      description = ""Detects scripts used by APT28 to lure user into entering  credentials""      strings:      $command_1 = ""while($true)""      $command_2 = ""Get-Credential $(whoami)""      $command_3 = ""Add-Content""      $command_4 = "".UserName""      $command_5 = "".GetNetworkCredential().Password""      $command_6 = ""GetNetworkCredential().Password.Length -ne 0""      condition:      5 of them  }          TLP:CLEAR  U/OO/157019-25 | PP-25-2107 | May 2025 Ver. Table 3: Resource development  Tactic/Technique Title  ID  Use  Compromise Accounts: Email  Accounts  T1586.002 Sent phishing emails using compromised accounts. Compromise Accounts: Cloud  Accounts  T1586.003 Sent phishing emails using compromised accounts. Phishing  T1566  Used spearphishing for credentials and delivering  malware to gain initial access to targeted entities. Phishing: Spearphishing  Attachment  T1566.001 Sent emails with malicious attachments. Phishing: Spearphishing Link  T1566.002  Used spearphishing with included links to fake login  pages. Phishing: Spearphishing Voice  T1566.004 Attempted to use voice phishing to gain access to  privileged accounts by impersonating IT staff. Table 5: Execution  Tactic/Technique Title  ID  Use  User Execution: Malicious Link  T1204.001  Used malicious links to hosted shortcuts in  spearphishing. User Execution: Malicious File  T1204.002  Delivered malware executables via spearphishing. Command and Scripting  Interpreter  T1059  Delivered scripts in spearphishing. Command and Scripting  Interpreter: Windows  Command Shell  T1059.003  Used BAT script in spearphishing. Command and Scripting  Interpreter: Visual Basic  T1059.005  Used VBScript in spearphishing. Domain Name Reputation  Analysis  D3-DNRA  Heuristic detections for web requests to new subdomains  may uncover malicious phishing activity. See the joint guide, Identifying and  Mitigating Living Off the Land Techniques, for guidance on developing a multifaceted  cybersecurity strategy that enables behavior analytics, anomaly detection, and proactive  hunting, which are part of a comprehensive approach to mitigating cyber threats that  employ LOTL techniques. APT28: From Initial Attack to Creating Domain Controller Threats in an Hour. Purpose  This document was developed in furtherance of the authoring agencies’ cybersecurity missions, including their  responsibilities to identify and disseminate threats and to develop and issue cybersecurity specifications and  mitigations.   Department of Defense Cyber Crime Center (DC3)  Defense Industrial Base Inquiries and Cybersecurity Services: DC3.DCISE@us.af.mil  Media Inquiries / Press Desk: DC3.Information@us.af.mil  United Kingdom organizations    Report significant cyber security incidents to ncsc.gov.uk/report-an-incident (monitored 24/7)  Germany organizations    Bundesnachrichtendienst (BND): Media Relations / Press Desk: +49 30 20 45 36 30,  pressestelle@bnd.bund.de     BfV Prevention/Economic Protection Unit: +49 30 18792-3322, wirtschaftsschutz@bfv.bund.de     BSI Service-Center: +49 800 274 1000, service-center@bsi.bund.de  Czech Republic organizations    Security Information Service (BIS): cyber.threats@bis.cz     National Cyber and Information Security Agency (NÚKIB): cert.incident@nukib.gov.cz   Poland organizations    Poland Military Counterintelligence Service (SKW): cyber.int@skw.gov.pl  Australian organizations    Visit cyber.gov.au or call 1300 292 371 (1300 CYBER 1) to report cybersecurity incidents and access alerts  and advisories. Justice Department Conducts Court-Authorized Disruption of Botnet  Controlled by the Russian Federation’s Main Intelligence Directorate of the General Staff (GRU). https://www.justice.gov/archives/opa/pr/justice-department-conducts-court-authorized- disruption-botnet-controlled-russian   [15] Recorded Future. Malware  Unit 26165’s use of malware in this campaign ranged from gaining initial access to  establishing persistence and exfiltrating data. In some cases, the attack chain resulted  in multiple pieces of malware being deployed in succession. The actors used dynamic  link library (DLL) search order hijacking [T1574.001] to facilitate malware execution. There were a number of known malware variants tied to this campaign against logistics  sector victims, including:    HEADLACE [7]    MASEPIE [8]  While other malware variants, such as OCEANMAP and STEELHOOK, [8] were not  directly observed targeting logistics or IT entities, their deployment against victims in  other sectors in Ukraine and other Western countries suggest that they could be  deployed against logistics and IT entities should the need arise. Exfiltration  GRU unit 26165 actors used a variety of methods for data exfiltration that varied based  on the victim environment, including both malware and living off the land binaries. Israel-Hamas Conflict Lures to Deliver Headlace Malware. https://securityintelligence.com/x-force/itg05-ops-leverage-israel-hamas-conflict-lures-to-deliver- headlace-malware/  [8]  CERT-UA. Hijack Execution Flow: DLL  Search Order Hijacking  T1574.001  Used DLL search order hijacking to facilitate malware  execution."
Cyber Criminal Services Target End-of-Life Routers to Launch Attacks and Hide Their Activities,2025-05-07,2,{},
Primary Mitigations to Reduce Cyber Threats to Operational Technology,2025-05-06,2,"{'phishing': 2, 'threats_of_violence': 7}","If remote access is essential, upgrade to a private IP network  connection to remove these OT assets from the public internet and use virtual private network (VPN)  functionality with a strong password and phishing-resistant multifactor authentication (MFA) for user  remote access. For more information on phishing-resistant MFA, see CISA’s Implementing Phishing-Resistant MFA  fact sheet. TLP:CLEAR          Primary Mitigations to Reduce Cyber Threats to  Operational Technology  This document is marked TLP:CLEAR. Mitigations  The authoring organizations recommend critical infrastructure asset owners and operators implement the  following mitigations1 to defend against OT cyber threats. OT devices lack authentication and authorization methods that are resistant to modern  threats and are quickly found by searching for open ports on public IP ranges with search engine  tools to target victims with OT components [CPG 2.X]. CISA and NIST based the CPGs on existing cybersecurity  frameworks and guidance to protect against the most common and impactful threats, tactics, techniques, and  procedures. Primary Mitigations to Reduce Cyber Threats to Operational Technology    2 TLP:CLEAR  cisa.gov  central@cisa.dhs.gov  @CISAgov | @CISACyber  @cisagov  TLP:CLEAR  As of May 06, 2025 ▪  Secure remote access to OT networks. Segmenting critical systems and introducing a demilitarized zone for  passing control data to enterprise logistics reduces the potential impact of cyber threats and reduces  the risk of disruptions to essential OT operations [CPG 2.F]. Primary Mitigations to Reduce Cyber Threats to Operational Technology    3 TLP:CLEAR  cisa.gov  central@cisa.dhs.gov  @CISAgov | @CISACyber  @cisagov  TLP:CLEAR  As of May 06, 2025 7."
Phishing Domains Associated with LabHost PhaaS Platform Users,2025-04-29,2,"{'phishing': 5, 'threats_of_violence': 1}","TLP:CLEAR  TLP:CLEAR  29 APR 2025  FLASH-20250429-001  Phishing Domains Associated with LabHost PhaaS  Platform Users    Summary  The Federal Bureau of Investigation (FBI) is releasing this FLASH to disseminate 42,000 phishing  domains linked to the LabHost phishing-as-a-service (PhaaS) platform between November 2021  and April 2024. Technical Details       TLP:CLEAR  TLP:CLEAR  Overview  LabHost provided numerous phishing services to their customers including, but not limited to:  infrastructure configuration/support, customized phishing pages, adversary-in-the-middle  proxy connections to obtain two-factor authentication (2FA) codes, smishing services, and  stolen credential management. LabHost offered a variety of phishing pages and, for an additional cost, creation of bespoke  pages. Once a victim clicked a phishing page link and entered their details, LabHost servers  received the captured information and delivered it to the LabHost customer. LabHost phishing domains were configured to impersonate over 200 trusted sites, including  spoofed pages for banks, online streaming platforms, government agencies, postal services, and  more. FLASH Number  The following information is being provided by the FBI, with no guarantees or warranties, for potential  use at the sole discretion of recipients to protect against cyber threats."
"BADBAZAAR and MOONSHINE: Spyware Targeting Uyghur, Taiwanese, and Tibetan Groups and Civil Society Actors",2025-04-09,2,"{'phishing': 5, 'harassment_stalking': 1, 'ransomware': 1, 'threats_of_violence': 3, 'malware': 18}","The NCSC has guidance on using social media safely which  includes details of how to verify and report compromised accounts:  https://www.ncsc.gov.uk/guidance/social-media-how-to-use-it-safely     > Phishing using scam emails, SMS and links. If you think a site, email or  message is suspicious, you can report it:  https://www.ncsc.gov.uk/collection/phishing-scams    Page 17 of 30  NCSC Glossary   > Android  Google's mobile operating system, used by several smartphone and tablet  manufacturers. > Phishing  Scam emails or text messages that contain links to websites which may contain  malware, or may trick users into revealing sensitive information (such as  passwords) or transferring money. Page 19 of 30  Further reading  Guidance from the Australian Cyber Security Centre  > Report a cybercrime, incident or vulnerability  > How to secure your devices  > Secure your mobile phone  > Phishing  > Scams  > Secure your social media  > Security tips for social media and messaging apps  Guidance from the UK NCSC and NPSA  > Defending Democracy  > Social Media: how to use it safely  > Device Security Guidance for organisations including mobile   > Threat report on application stores. > Personal safety and security for high-risk individuals  > Phishing: Spot and report scam emails, texts, websites and calls  Guidance from the US NSA  > Mobile Device Best Practices  Disclaimer  Please note that this advisory provides information that is validated at the time of  publication. The capability to capture location, audio and photo  data almost certainly provides the opportunity to inform future surveillance and  harassment operations by providing real-                              ’s activity. Includes viruses, ransomware  and trojans. Page 5 of 30      Following these four tips can help protect you from the threats outlined in this advisory. Page 14 of 30  Mitigation measures for mobile app users   The authoring agencies encourage the following security practices to protect  against the threats described in the case studies. Check eligibility and find out  more:  https://www.ncsc.gov.uk/collection/defending- democracy/guidance-for-high-risk-individuals#section_7e   Report threats   > Identifying and reporting fake accounts. Page 4 of 30  The threat  MOONSHINE and BADBAZAAR are examples of trojans; they have malicious  functions hidden inside an otherwise functioning app that can be downloaded  from app stores or online file-sharing services. This page would display details of infected devices and the level of access the  actor has to infected devices:    The malware management panel, showing the data collected, would include:  > level of access to device  > SMS messages  > call logs  > location data  > device information    In collaboration with Cyber League, the NCSC has built on industry reporting from  Trend Micro to find overlaps between the MOONSHINE exploitation kit and login   Page 8 of 30  panels containing 'UPSEC' in the HTML title. Case study two: BADBAZAAR  BADBAZAAR is a mobile malware with iOS and Android variants that has targeted  Uyghurs, Tibetans and Taiwanese individuals. This malware has been spread via  social media platforms and official app stores. To  spread the malware further, the actors also advertised the app in a Telegram                 ‘tibetanphone’. Page 13 of 30  Assessment  BADBAZAAR and MOONSHINE use several social engineering methods to  specifically target Uyghur, Tibetan and Taiwanese communities, namely:   • the trojanisation of apps of interest to these communities, such as a Uyghur  language Quran app, is almost certainly tailored to the target victim base  • the adding of these trojanised apps to official app stores highly likely lends  a sense of legitimacy, and the sharing in group chats is highly likely intended  to exploit trusted relationships within these communities  BADBAZAAR and MOONSHINE collect data which would almost certainly be of value  to the Chinese state. Although BADBAZAAR and MOONSHINE have been observed  targeting Uyghur, Tibetan and Taiwanese individuals, there are other malwares  that target other minority groups in China. Citizens from the co-sealing nations, in  China and abroad, who are perceived to be supporting causes that threaten  regime stability, are almost certainly under threat from mobile malware such as  BADBAZAAR and MOONSHINE. See NCSC guidance about staying secure online, to  protect against known viruses and other kinds of malware. Where you can, restrict app permissions to minimise data  exposure, as malware is often designed to access protected files or  peripherals, such as cameras and microphones. This will scan the app for  malware detection helping protect users. You can  also upload suspicious files and apps to a malware analyser, such as  Virus Total which can help detect if a file is malicious. > Malware  Derived from 'malicious software', malware is any kind of software that can  damage computer systems, networks or devices. > Spyware  A type of malware that installs on a device without the user's consent, collecting  data and then sending it to a third party. > Trojan  A type of malware, disguised as legitimate software, that is used to gain  unauthorised access to a victim's device. > Virus  A type of malware that is designed to infect legitimate software programs and  replicates across networks when those programs are activated."
Fast Flux: A National Security Threat,2025-04-03,2,"{'phishing': 8, 'extortion': 2, 'ransomware': 5, 'threats_of_violence': 3, 'botnet': 4, 'malware': 2}","Additional malicious uses  Fast flux is not only used for maintaining C2 communications, it also can play a  significant role in phishing campaigns to make social engineering websites harder to  block or take down. Phishing is often the first step in a larger and more complex cyber  compromise. Phishing is typically used to trick victims into revealing sensitive  information (such as login passwords, credit card numbers, and personal data), but can  also be used to distribute malware or exploit system vulnerabilities. Monitor for signs of phishing activities, such as suspicious emails, websites, or  links, and correlate these with fast flux activity. Fast flux may be used to rapidly  spread phishing campaigns and to keep phishing websites online despite  blocking attempts. Phishing awareness and training    Implement employee awareness and training programs to help personnel  identify and respond appropriately to phishing attempts.  Develop policies and procedures to manage and contain phishing  incidents, particularly those facilitated by fast flux networks.  For more information on mitigating phishing, see joint Phishing Guidance:  Stopping the Attack Cycle at Phase One. Modern Ransomware’s Double Extortion Tactic’s and How to Protect Enterprises  Against Them. https://www.trendmicro.com/vinfo/us/security/news/cybercrime-and-digital- threats/modern-ransomwares-double-extortion-tactics-and-how-to-protect-enterprises-against- them  [5] Unit 42. [2]    Fast flux has been used in Hive and Nefilim ransomware attacks. A Comprehensive guide to Detect Ransomware. https://www.logpoint.com/wp- content/uploads/2023/04/logpoint-a-comprehensive-guide-to-detect-ransomware.pdf  [4] Trendmicro. By implementing robust detection and  mitigation strategies, organizations can significantly reduce their risk of compromise by  fast flux-enabled threats. Purpose  This document was developed in furtherance of the authoring cybersecurity agencies’ missions, including their  responsibilities to identify and disseminate threats, and develop and issue cybersecurity specifications and  mitigations. Figure 2: Double flux technique  Both techniques leverage a large number of compromised hosts, usually as a botnet  from across the Internet that acts as proxies or relay points, making it difficult for  network defenders to identify the malicious traffic and block or perform legal  enforcement takedowns of the malicious infrastructure. As a fast flux network rapidly rotates through botnet  devices, it is difficult for law enforcement or abuse notifications to process the  changes quickly and disrupt their services. This is because malicious cyber actors’ C2  botnets are constantly changing the associated IP addresses throughout the  investigation. Figure 3: Example dark web fast flux advertisement  The BPH provider further explained that numerous malicious activities beyond C2,  including botnet managers, fake shops, credential stealers, viruses, spam mailers, and  others, could use fast flux to avoid identification and blocking. 1.0  TLP:CLEAR  Fast Flux: A National Security Threat  2  Technical details  When malicious cyber actors compromise devices and networks, the malware they use  needs to “call home” to send status updates and receive further instructions."
